time_s,Potential_V,Current_A,Cycle
4.56912,0.256914,3.545881243256e-06,1
4.58916,0.258918,3.681316712052e-06,1
4.60920,0.260922,3.892019545502e-06,1
4.62924,0.262926,3.840873872603e-06,1
4.64928,0.264930,3.797428291365e-06,1
4.66932,0.266934,4.030700215002e-06,1
4.68936,0.268938,4.203247884103e-06,1
4.70940,0.270942,4.134503683045e-06,1
4.72944,0.272946,4.209995129839e-06,1
4.74948,0.274950,4.512554227024e-06,1
4.76952,0.276954,4.636967409048e-06,1
4.78956,0.278958,4.606520690312e-06,1
4.80960,0.280962,4.822156580824e-06,1
4.82964,0.282966,5.159019680109e-06,1
4.84968,0.284970,5.250097612393e-06,1
4.86972,0.286974,5.316570439620e-06,1
4.88976,0.288978,5.670182547153e-06,1
4.90980,0.290982,6.011109843304e-06,1
4.92984,0.292986,6.106501759045e-06,1
4.94988,0.294990,6.317741995282e-06,1
4.96992,0.296994,6.786016851131e-06,1
4.98996,0.298998,7.114903177152e-06,1
5.01000,0.301002,7.266571443151e-06,1
5.03004,0.303006,7.648233307664e-06,1
5.05008,0.305010,8.193638751759e-06,1
5.07012,0.307014,8.513293227695e-06,1
5.09016,0.309018,8.774227994855e-06,1
5.11020,0.311022,9.323053047324e-06,1
5.13024,0.313026,9.903299838682e-06,1
5.15028,0.315030,1.023402954609e-05,1
5.17032,0.317034,1.064336981995e-05,1
5.19036,0.319038,1.132663330121e-05,1
5.21040,0.321042,1.190393991050e-05,1
5.23044,0.323046,1.227608101633e-05,1
5.25048,0.325050,1.284634000191e-05,1
5.27052,0.327054,1.360746013374e-05,1
5.29056,0.329058,1.415509849858e-05,1
5.31060,0.331062,1.459739107058e-05,1
5.33064,0.333066,1.530711766020e-05,1
5.35068,0.335070,1.607600910934e-05,1
5.37072,0.337074,1.658052021713e-05,1
5.39076,0.339078,1.710751448430e-05,1
5.41080,0.341082,1.790151108870e-05,1
5.43084,0.343086,1.860723262502e-05,1
5.45088,0.345090,1.906603691384e-05,1
5.47092,0.347094,1.966817113306e-05,1
5.49096,0.349098,2.046560545944e-05,1
5.51100,0.351102,2.104843299839e-05,1
5.53104,0.353106,2.146393082940e-05,1
5.55108,0.355110,2.210337531792e-05,1
5.57112,0.357114,2.281219705002e-05,1
5.59116,0.359118,2.323252019401e-05,1
5.61120,0.361122,2.360479165131e-05,1
5.63124,0.363126,2.421872411211e-05,1
5.65128,0.365130,2.475320634911e-05,1
5.67132,0.367134,2.499551097972e-05,1
5.69136,0.369138,2.531610402449e-05,1
5.71140,0.371142,2.582713387848e-05,1
5.73144,0.373146,2.612451732604e-05,1
5.75148,0.375150,2.619595651469e-05,1
5.77152,0.377154,2.644490763721e-05,1
5.79156,0.379158,2.677642394526e-05,1
5.81160,0.381162,2.680878700033e-05,1
5.83164,0.383166,2.673315522180e-05,1
5.85168,0.385170,2.688043177386e-05,1
5.87172,0.387174,2.697324470498e-05,1
5.89176,0.389178,2.675184485157e-05,1
5.91180,0.391182,2.656084187931e-05,1
5.93184,0.393186,2.657210796644e-05,1
5.95188,0.395190,2.639828179706e-05,1
5.97192,0.397194,2.596944550657e-05,1
5.99196,0.399198,2.569368975785e-05,1
6.01200,0.401202,2.553903449705e-05,1
6.03204,0.403206,2.510941119174e-05,1
6.05208,0.405210,2.454312596870e-05,1
6.07212,0.407214,2.420531276339e-05,1
6.09216,0.409218,2.386867736845e-05,1
6.11220,0.411222,2.323211015740e-05,1
6.13224,0.413226,2.260625138376e-05,1
6.15228,0.415230,2.221816410121e-05,1
6.17232,0.417234,2.170489405331e-05,1
6.19236,0.419238,2.093924728418e-05,1
6.21240,0.421242,2.032338301727e-05,1
6.23244,0.423246,1.988732765562e-05,1
6.25248,0.425251,1.922763347310e-05,1
6.27252,0.427255,1.842462199880e-05,1
6.29256,0.429259,1.786731457549e-05,1
6.31260,0.431263,1.738125804241e-05,1
6.33264,0.433267,1.662830273338e-05,1
6.35268,0.435271,1.587572083361e-05,1
6.37272,0.437275,1.539820135330e-05,1
6.39276,0.439279,1.486280148168e-05,1
6.41280,0.441283,1.408541753200e-05,1
6.43284,0.443287,1.345087835615e-05,1
6.45288,0.445291,1.304820432962e-05,1
6.47292,0.447295,1.247333589572e-05,1
6.49296,0.449299,1.174470123985e-05,1
6.51300,0.451303,1.126455213008e-05,1
6.53304,0.453307,1.091335959087e-05,1
6.55308,0.455311,1.032184604267e-05,1
6.57312,0.457315,9.706497089667e-06,1
6.59316,0.459319,9.382237476851e-06,1
6.61320,0.461323,9.052510443014e-06,1
6.63324,0.463327,8.479556079145e-06,1
6.65328,0.465331,8.021626339695e-06,1
6.67332,0.467335,7.824291791025e-06,1
6.69336,0.469339,7.491638879084e-06,1
6.71340,0.471343,6.979714046506e-06,1
6.73344,0.473347,6.695118532289e-06,1
6.75348,0.475351,6.576180677313e-06,1
6.77352,0.477355,6.231156260603e-06,1
6.79356,0.479359,5.821466708611e-06,1
6.81360,0.481363,5.695920828395e-06,1
6.83364,0.483367,5.601755844570e-06,1
6.85368,0.485371,5.253743103469e-06,1
6.87372,0.487375,4.976515177678e-06,1
6.89376,0.489379,4.969958826817e-06,1
6.91380,0.491383,4.856206082003e-06,1
6.93384,0.493387,4.530993407715e-06,1
6.95388,0.495391,4.397300056603e-06,1
6.97392,0.497395,4.453796766313e-06,1
6.99396,0.499399,4.296116582173e-06,1
7.01400,0.501403,4.028089686751e-06,1
7.03404,0.503407,4.025666981758e-06,1
7.05408,0.505411,4.086527760579e-06,1
7.07412,0.507415,3.885299749826e-06,1
7.09416,0.509419,3.706651870587e-06,1
7.11420,0.511423,3.801168706248e-06,1
7.13424,0.513427,3.818245137217e-06,1
7.15428,0.515431,3.596351004640e-06,1
7.17432,0.517435,3.526495372149e-06,1
7.19436,0.519439,3.668301689307e-06,1
7.21440,0.521443,3.614321050972e-06,1
7.23444,0.523447,3.408921186309e-06,1
7.25448,0.525451,3.447184236462e-06,1
7.27452,0.527455,3.582068828617e-06,1
7.29456,0.529459,3.455584536938e-06,1
7.31460,0.531463,3.306287211305e-06,1
7.33464,0.533467,3.430019024716e-06,1
7.35468,0.535471,3.511371471507e-06,1
7.37472,0.537475,3.335216789492e-06,1
7.39476,0.539479,3.271887917559e-06,1
7.41480,0.541483,3.440618278060e-06,1
7.43484,0.543487,3.439930921672e-06,1
7.45488,0.545491,3.253671283238e-06,1
7.47492,0.547495,3.287140234845e-06,1
7.49496,0.549499,3.451747199424e-06,1
7.51500,0.551503,3.364748986737e-06,1
7.53504,0.553507,3.213123388354e-06,1
7.55508,0.555511,3.331216978680e-06,1
7.57512,0.557515,3.445704531444e-06,1
7.59516,0.559519,3.292504518675e-06,1
7.61520,0.561523,3.212845176115e-06,1
7.63524,0.563527,3.382747312476e-06,1
7.65528,0.565531,3.415510163975e-06,1
7.67532,0.567535,3.234661878289e-06,1
7.69536,0.569539,3.246522353406e-06,1
7.71540,0.571543,3.422783770302e-06,1
7.73544,0.573547,3.364355341201e-06,1
7.75548,0.575551,3.202329505641e-06,1
7.77552,0.577555,3.301967048804e-06,1
7.79556,0.579559,3.438009724345e-06,1
7.81560,0.581563,3.303207136597e-06,1
7.83564,0.583567,3.201961577210e-06,1
7.85568,0.585571,3.363055829216e-06,1
7.87572,0.587575,3.423110207851e-06,1
7.89576,0.589579,3.246961660182e-06,1
7.91580,0.591583,3.232803598608e-06,1
7.93584,0.593587,3.413175218306e-06,1
7.95588,0.595591,3.381486460846e-06,1
7.97592,0.597595,3.209962094056e-06,1
7.99596,0.599599,3.286572397193e-06,1
8.01600,0.601603,3.439110014365e-06,1
8.03604,0.603607,3.323974817446e-06,1
8.05608,0.605611,3.201911300985e-06,1
8.07612,0.607615,3.349324585584e-06,1
8.09616,0.609619,3.434240279154e-06,1
8.11620,0.611623,3.265796636883e-06,1
8.13624,0.613627,3.225148730669e-06,1
8.15628,0.615631,3.404936950923e-06,1
8.17632,0.617635,3.400132261989e-06,1
8.19636,0.619639,3.222464518739e-06,1
8.21640,0.621643,3.273939055813e-06,1
8.23644,0.623647,3.439232814624e-06,1
8.25648,0.625651,3.346057244938e-06,1
8.27652,0.627655,3.205669497305e-06,1
8.29656,0.629659,3.335919019262e-06,1
8.31660,0.631663,3.443641983897e-06,1
8.33664,0.633667,3.286533731623e-06,1
8.35668,0.635671,3.220197088340e-06,1
8.37672,0.637675,3.395301584981e-06,1
8.39676,0.639679,3.417418359132e-06,1
8.41680,0.641683,3.237517728310e-06,1
8.43684,0.643687,3.262662863345e-06,1
8.45688,0.645691,3.436987669470e-06,1
8.47692,0.647695,3.367824989265e-06,1
8.49696,0.649699,3.212226869279e-06,1
8.51700,0.651703,3.322389843592e-06,1
8.53704,0.653707,3.450504665129e-06,1
8.55708,0.655711,3.308232488905e-06,1
8.57712,0.657715,3.217684287534e-06,1
8.59716,0.659719,3.384194439700e-06,1
8.61720,0.661723,3.432739552234e-06,1
8.63724,0.663727,3.254624635798e-06,1
8.65728,0.665731,3.252882577991e-06,1
8.67732,0.667735,3.432351225178e-06,1
8.69736,0.669739,3.388751025523e-06,1
8.71740,0.671743,3.221422517988e-06,1
8.73744,0.673747,3.309046288696e-06,1
8.75748,0.675752,3.454699979363e-06,1
8.77752,0.677756,3.330447725596e-06,1
8.79756,0.679760,3.217717345661e-06,1
8.81760,0.681764,3.371923853155e-06,1
8.83764,0.683768,3.445821792559e-06,1
8.85768,0.685772,3.273477479950e-06,1
8.87772,0.687776,3.244895653607e-06,1
8.89776,0.689780,3.425510070579e-06,1
8.91780,0.691784,3.408454433670e-06,1
8.93784,0.693788,3.233139950261e-06,1
8.95788,0.695792,3.296277083241e-06,1
8.97792,0.697796,3.456226707178e-06,1
8.99796,0.699800,3.352777202081e-06,1
9.01800,0.701804,3.220390261358e-06,1
9.03804,0.703808,3.358859308316e-06,1
9.05808,0.705812,3.456469185476e-06,1
9.07812,0.707816,3.293752033167e-06,1
9.09816,0.709820,3.238977459634e-06,1
9.11820,0.711824,3.416714301658e-06,1
9.13824,0.713828,3.426592933424e-06,1
9.15828,0.715832,3.247215362081e-06,1
9.17832,0.717836,3.284465240576e-06,1
9.19836,0.719840,3.455148813741e-06,1
9.21840,0.721844,3.374820543253e-06,1
9.23844,0.723848,3.225741566216e-06,1
9.25848,0.725852,3.345390732872e-06,1
9.27852,0.727856,3.464542322526e-06,1
9.29856,0.729860,3.315093988603e-06,1
9.31860,0.731864,3.235358474327e-06,1
9.33864,0.733868,3.406258657641e-06,1
9.35868,0.735872,3.442859961894e-06,1
9.37872,0.737876,3.263432910870e-06,1
9.39876,0.739880,3.273972867287e-06,1
9.41880,0.741884,3.451588772967e-06,1
9.43884,0.743888,3.396184038823e-06,1
9.45888,0.745892,3.233750208413e-06,1
9.47892,0.747896,3.331917237394e-06,1
9.49896,0.749900,3.469959390759e-06,1
9.51900,0.751904,3.337125304261e-06,1
9.53904,0.753908,3.234217917662e-06,1
9.55908,0.755912,3.394474989898e-06,1
9.57912,0.757916,3.456990779004e-06,1
9.59916,0.759920,3.281528961668e-06,1
9.61920,0.761924,3.265132636174e-06,1
9.63924,0.763928,3.445724491409e-06,1
9.65928,0.765932,3.416489169746e-06,1
9.67932,0.767936,3.244335820348e-06,1
9.69936,0.769940,3.318838049866e-06,1
9.71940,0.771944,3.472697880458e-06,1
9.73944,0.773948,3.359452552176e-06,1
9.75948,0.775952,3.235679681058e-06,1
9.77952,0.777956,3.381724800679e-06,1
9.79956,0.779960,3.468768338000e-06,1
9.81960,0.781964,3.301197942649e-06,1
9.83964,0.783968,3.258240336391e-06,1
9.85968,0.785972,3.437785319216e-06,1
9.87972,0.787976,3.435381045810e-06,1
9.89976,0.789980,3.257360503133e-06,1
9.91980,0.791984,3.306543595496e-06,1
9.93984,0.793988,3.472795082213e-06,1
9.95988,0.795992,3.381675697752e-06,1
9.97992,0.797996,3.239809558424e-06,1
9.99996,0.800000,3.368391170210e-06,1
10.02000,0.800000,-4.302372672192e-06,1
10.04004,0.797996,-4.458902838145e-06,1
10.06008,0.795992,-4.528054937476e-06,1
10.08012,0.793988,-4.354157479670e-06,1
10.10016,0.791984,-4.330269283043e-06,1
10.12020,0.789980,-4.510774908760e-06,1
10.14024,0.787976,-4.488601235945e-06,1
10.16028,0.785972,-4.314261964232e-06,1
10.18032,0.783968,-4.381813390330e-06,1
10.20036,0.781964,-4.539197846057e-06,1
10.22040,0.779960,-4.431542621425e-06,1
10.24044,0.777956,-4.302352174333e-06,1
10.26048,0.775952,-4.443750797294e-06,1
10.28052,0.773948,-4.536956818931e-06,1
10.30056,0.771944,-4.371992473207e-06,1
10.32060,0.769940,-4.321748389657e-06,1
10.34064,0.767936,-4.500112525136e-06,1
10.36068,0.765932,-4.504846577697e-06,1
10.38072,0.763928,-4.325714971684e-06,1
10.40076,0.761924,-4.367593604185e-06,1
10.42080,0.759920,-4.536385990428e-06,1
10.44084,0.757916,-4.451463861317e-06,1
10.46088,0.755912,-4.305007415317e-06,1
10.48092,0.753908,-4.428122200553e-06,1
10.50096,0.751904,-4.543305764748e-06,1
10.52100,0.749900,-4.390961886036e-06,1
10.54104,0.747896,-4.315488104547e-06,1
10.56108,0.745892,-4.487733188360e-06,1
10.58112,0.743888,-4.519273751094e-06,1
10.60116,0.741884,-4.339353454254e-06,1
10.62120,0.739880,-4.354628813522e-06,1
10.64124,0.737876,-4.531065261165e-06,1
10.66128,0.735872,-4.470776614836e-06,1
10.68132,0.733868,-4.310328330172e-06,1
10.70136,0.731864,-4.412415175381e-06,1
10.72140,0.729860,-4.547009246838e-06,1
10.74144,0.727856,-4.410691434168e-06,1
10.76148,0.725852,-4.311677404668e-06,1
10.78152,0.723848,-4.473962485139e-06,1
10.80156,0.721844,-4.531609879072e-06,1
10.82160,0.719840,-4.354922142647e-06,1
10.84164,0.717836,-4.343257675492e-06,1
10.86168,0.715832,-4.523403659344e-06,1
10.88172,0.713828,-4.489098932804e-06,1
10.90176,0.711824,-4.318245341921e-06,1
10.92180,0.709820,-4.397029600176e-06,1
10.94184,0.707816,-4.548033797916e-06,1
10.96188,0.705812,-4.430789863355e-06,1
10.98192,0.703808,-4.310450579214e-06,1
11.00196,0.701804,-4.459157064876e-06,1
11.02200,0.699800,-4.541628767813e-06,1
11.04204,0.697796,-4.372122675117e-06,1
11.06208,0.695792,-4.333783268450e-06,1
11.08212,0.693788,-4.513621446756e-06,1
11.10216,0.691784,-4.506070977828e-06,1
11.12220,0.689780,-4.328630914907e-06,1
11.14224,0.687776,-4.382358176867e-06,1
11.16228,0.685772,-4.546405758678e-06,1
11.18232,0.683768,-4.450857683963e-06,1
11.20236,0.681764,-4.311884231571e-06,1
11.22240,0.679760,-4.443696677357e-06,1
11.24244,0.677756,-4.549155956593e-06,1
11.26248,0.675752,-4.390620258487e-06,1
11.28252,0.673747,-4.326466325634e-06,1
11.30256,0.671743,-4.501986228495e-06,1
11.32260,0.669739,-4.521363057785e-06,1
11.34264,0.667735,-4.341302402065e-06,1
11.36268,0.665731,-4.368777663715e-06,1
11.38272,0.663727,-4.542210689732e-06,1
11.40276,0.661723,-4.470496089702e-06,1
11.42280,0.659719,-4.315995569118e-06,1
11.44284,0.657715,-4.427975694717e-06,1
11.46288,0.655711,-4.554072612677e-06,1
11.48292,0.653707,-4.410051142507e-06,1
11.50296,0.651703,-4.321519414214e-06,1
11.52300,0.649699,-4.488806978589e-06,1
11.54304,0.647695,-4.534682986298e-06,1
11.56308,0.645691,-4.356026122580e-06,1
11.58312,0.643687,-4.356640464071e-06,1
11.60316,0.641683,-4.535591461436e-06,1
11.62320,0.639679,-4.489315861111e-06,1
11.64324,0.637675,-4.322742019076e-06,1
11.66328,0.635671,-4.412394306967e-06,1
11.68332,0.633667,-4.556318184299e-06,1
11.70336,0.631663,-4.430030740713e-06,1
11.72340,0.629659,-4.319102189682e-06,1
11.74344,0.627655,-4.474427142084e-06,1
11.76348,0.625651,-4.545782605928e-06,1
11.78352,0.623647,-4.372522578924e-06,1
11.80356,0.621643,-4.346266758918e-06,1
11.82360,0.619639,-4.526745064351e-06,1
11.84364,0.617635,-4.506946055112e-06,1
11.86368,0.615631,-4.332022179111e-06,1
11.88372,0.613627,-4.397349587835e-06,1
11.90376,0.611623,-4.555891752793e-06,1
11.92380,0.609619,-4.450162216827e-06,1
11.94384,0.607615,-4.319317832027e-06,1
11.96388,0.605611,-4.459216968248e-06,1
11.98392,0.603607,-4.554463329342e-06,1
12.00396,0.601603,-4.390472698060e-06,1
12.02400,0.599599,-4.337937360524e-06,1
12.04404,0.597595,-4.515918213777e-06,1
12.06408,0.595591,-4.523042289667e-06,1
12.08412,0.593587,-4.343678085511e-06,1
12.10416,0.591583,-4.383226635769e-06,1
12.12420,0.589579,-4.552852060837e-06,1
12.14424,0.587575,-4.470045354555e-06,1
12.16428,0.585571,-4.322210755892e-06,1
12.18432,0.583567,-4.443565262786e-06,1
12.20436,0.581563,-4.560580596854e-06,1
12.22440,0.579559,-4.409524986545e-06,1
12.24444,0.577555,-4.331887484992e-06,1
12.26448,0.575551,-4.503401896683e-06,1
12.28452,0.573547,-4.537294504296e-06,1
12.30456,0.571543,-4.357498834144e-06,1
12.32460,0.569539,-4.370390099801e-06,1
12.34464,0.567535,-4.547316361782e-06,1
12.36468,0.565531,-4.489285701735e-06,1
12.38472,0.563527,-4.327765890618e-06,1
12.40476,0.561523,-4.427871059540e-06,1
12.42480,0.559519,-4.564047558738e-06,1
12.44484,0.557515,-4.429303964717e-06,1
12.46488,0.555511,-4.328302256652e-06,1
12.48492,0.553507,-4.489525846095e-06,1
